ScDsagR_148_HRSCAF_195	remanei_genome_00020083
V	remanei_genome_00000093
V	remanei_genome_00000094
V	remanei_genome_00000097
V	remanei_genome_00000101
V	remanei_genome_00000102
V	remanei_genome_00000103
V	remanei_genome_00000091
V	remanei_genome_00000095
V	remanei_genome_00000096
V	remanei_genome_00000098
V	remanei_genome_00000099
V	remanei_genome_00000100
V	remanei_genome_00000118
V	remanei_genome_00000119
V	remanei_genome_00000120
V	remanei_genome_00000121
V	remanei_genome_00000122
V	remanei_genome_00000124
V	remanei_genome_00000126
V	remanei_genome_00000105
V	remanei_genome_00000106
V	remanei_genome_00000107
V	remanei_genome_00000111
V	remanei_genome_00000112
V	remanei_genome_00000114
V	remanei_genome_00000115
V	remanei_genome_00000116
V	remanei_genome_00000104
V	remanei_genome_00000108
V	remanei_genome_00000109
V	remanei_genome_00000110
V	remanei_genome_00000113
V	remanei_genome_00000117
V	remanei_genome_00000123
V	remanei_genome_00000125
V	remanei_genome_00000127
V	remanei_genome_00000128
V	remanei_genome_00000132
V	remanei_genome_00000137
V	remanei_genome_00000138
V	remanei_genome_00000140
V	remanei_genome_00000142
V	remanei_genome_00000146
V	remanei_genome_00000147
V	remanei_genome_00000129
V	remanei_genome_00000130
V	remanei_genome_00000131
V	remanei_genome_00000133
V	remanei_genome_00000134
V	remanei_genome_00000135
V	remanei_genome_00000136
V	remanei_genome_00000139
V	remanei_genome_00000143
V	remanei_genome_00000144
V	remanei_genome_00000141
V	remanei_genome_00000145
V	remanei_genome_00000149
V	remanei_genome_00000151
V	remanei_genome_00000153
V	remanei_genome_00000154
V	remanei_genome_00000155
V	remanei_genome_00000159
V	remanei_genome_00000161
V	remanei_genome_00000148
V	remanei_genome_00000150
V	remanei_genome_00000152
V	remanei_genome_00000156
V	remanei_genome_00000157
V	remanei_genome_00000158
V	remanei_genome_00000160
V	remanei_genome_00000162
V	remanei_genome_00000163
V	remanei_genome_00000164
V	remanei_genome_00000165
V	remanei_genome_00000181
V	remanei_genome_00000182
V	remanei_genome_00000184
V	remanei_genome_00000186
V	remanei_genome_00000188
V	remanei_genome_00000189
V	remanei_genome_00000190
V	remanei_genome_00000191
V	remanei_genome_00000192
V	remanei_genome_00000194
V	remanei_genome_00000195
V	remanei_genome_00000196
V	remanei_genome_00000197
V	remanei_genome_00000199
V	remanei_genome_00000183
V	remanei_genome_00000185
V	remanei_genome_00000187
V	remanei_genome_00000193
V	remanei_genome_00000167
V	remanei_genome_00000168
V	remanei_genome_00000171
V	remanei_genome_00000174
V	remanei_genome_00000176
V	remanei_genome_00000179
V	remanei_genome_00000180
V	remanei_genome_00000166
V	remanei_genome_00000169
V	remanei_genome_00000170
V	remanei_genome_00000172
V	remanei_genome_00000173
V	remanei_genome_00000175
V	remanei_genome_00000177
V	remanei_genome_00000178
V	remanei_genome_00000212
V	remanei_genome_00000215
V	remanei_genome_00000216
V	remanei_genome_00000213
V	remanei_genome_00000214
V	remanei_genome_00000217
V	remanei_genome_00000218
V	remanei_genome_00000219
V	remanei_genome_00000205
V	remanei_genome_00000206
V	remanei_genome_00000208
V	remanei_genome_00000210
V	remanei_genome_00000211
V	remanei_genome_00000198
V	remanei_genome_00000200
V	remanei_genome_00000201
V	remanei_genome_00000202
V	remanei_genome_00000203
V	remanei_genome_00000204
V	remanei_genome_00000207
V	remanei_genome_00000209
V	remanei_genome_00000235
V	remanei_genome_00000236
V	remanei_genome_00000238
V	remanei_genome_00000242
V	remanei_genome_00000245
V	remanei_genome_00000246
V	remanei_genome_00000248
V	remanei_genome_00000251
V	remanei_genome_00000237
V	remanei_genome_00000239
V	remanei_genome_00000241
V	remanei_genome_00000243
V	remanei_genome_00000244
V	remanei_genome_00000240
V	remanei_genome_00000220
V	remanei_genome_00000221
V	remanei_genome_00000222
V	remanei_genome_00000223
V	remanei_genome_00000227
V	remanei_genome_00000229
V	remanei_genome_00000231
V	remanei_genome_00000232
V	remanei_genome_00000233
V	remanei_genome_00000234
V	remanei_genome_00000224
V	remanei_genome_00000225
V	remanei_genome_00000226
V	remanei_genome_00000228
V	remanei_genome_00000230
V	remanei_genome_00000254
V	remanei_genome_00000256
V	remanei_genome_00000258
V	remanei_genome_00000260
V	remanei_genome_00000262
V	remanei_genome_00000263
V	remanei_genome_00000265
V	remanei_genome_00000266
V	remanei_genome_00000247
V	remanei_genome_00000249
V	remanei_genome_00000250
V	remanei_genome_00000252
V	remanei_genome_00000253
V	remanei_genome_00000255
V	remanei_genome_00000257
V	remanei_genome_00000259
V	remanei_genome_00000261
V	remanei_genome_00000264
V	remanei_genome_00000267
V	remanei_genome_00000268
V	remanei_genome_00000269
V	remanei_genome_00000271
V	remanei_genome_00000272
V	remanei_genome_00000275
V	remanei_genome_00000277
V	remanei_genome_00000278
V	remanei_genome_00000280
V	remanei_genome_00000282
V	remanei_genome_00000270
V	remanei_genome_00000273
V	remanei_genome_00000274
V	remanei_genome_00000276
V	remanei_genome_00000279
V	remanei_genome_00000281
V	remanei_genome_00000304
V	remanei_genome_00000305
V	remanei_genome_00000307
V	remanei_genome_00000308
V	remanei_genome_00000309
V	remanei_genome_00000311
V	remanei_genome_00000314
V	remanei_genome_00000316
V	remanei_genome_00000303
V	remanei_genome_00000306
V	remanei_genome_00000310
V	remanei_genome_00000312
V	remanei_genome_00000313
V	remanei_genome_00000315
V	remanei_genome_00000283
V	remanei_genome_00000285
V	remanei_genome_00000289
V	remanei_genome_00000290
V	remanei_genome_00000295
V	remanei_genome_00000296
V	remanei_genome_00000298
V	remanei_genome_00000299
V	remanei_genome_00000301
V	remanei_genome_00000284
V	remanei_genome_00000286
V	remanei_genome_00000287
V	remanei_genome_00000288
V	remanei_genome_00000291
V	remanei_genome_00000292
V	remanei_genome_00000293
V	remanei_genome_00000294
V	remanei_genome_00000297
V	remanei_genome_00000300
V	remanei_genome_00000302
V	remanei_genome_00000319
V	remanei_genome_00000320
V	remanei_genome_00000321
V	remanei_genome_00000322
V	remanei_genome_00000323
V	remanei_genome_00000324
V	remanei_genome_00000325
V	remanei_genome_00000317
V	remanei_genome_00000318
V	remanei_genome_00000328
V	remanei_genome_00000330
V	remanei_genome_00000331
V	remanei_genome_00000332
V	remanei_genome_00000333
V	remanei_genome_00000335
V	remanei_genome_00000337
V	remanei_genome_00000338
V	remanei_genome_00000340
V	remanei_genome_00000326
V	remanei_genome_00000327
V	remanei_genome_00000329
V	remanei_genome_00000334
V	remanei_genome_00000336
V	remanei_genome_00000344
V	remanei_genome_00000346
V	remanei_genome_00000348
V	remanei_genome_00000350
V	remanei_genome_00000352
V	remanei_genome_00000354
V	remanei_genome_00000358
V	remanei_genome_00000359
V	remanei_genome_00000339
V	remanei_genome_00000341
V	remanei_genome_00000342
V	remanei_genome_00000343
V	remanei_genome_00000345
V	remanei_genome_00000347
V	remanei_genome_00000349
V	remanei_genome_00000351
V	remanei_genome_00000353
V	remanei_genome_00000355
V	remanei_genome_00000356
V	remanei_genome_00000357
V	remanei_genome_00000379
V	remanei_genome_00000380
V	remanei_genome_00000381
V	remanei_genome_00000382
V	remanei_genome_00000362
V	remanei_genome_00000364
V	remanei_genome_00000366
V	remanei_genome_00000368
V	remanei_genome_00000370
V	remanei_genome_00000372
V	remanei_genome_00000360
V	remanei_genome_00000361
V	remanei_genome_00000363
V	remanei_genome_00000365
V	remanei_genome_00000367
V	remanei_genome_00000369
V	remanei_genome_00000371
V	remanei_genome_00000373
V	remanei_genome_00000374
V	remanei_genome_00000375
V	remanei_genome_00000376
V	remanei_genome_00000377
V	remanei_genome_00000378
V	remanei_genome_00000384
V	remanei_genome_00000386
V	remanei_genome_00000388
V	remanei_genome_00000389
V	remanei_genome_00000383
V	remanei_genome_00000387
V	remanei_genome_00000390
V	remanei_genome_00000385
V	remanei_genome_00000391
V	remanei_genome_00000392
V	remanei_genome_00000397
V	remanei_genome_00000398
V	remanei_genome_00000399
V	remanei_genome_00000402
V	remanei_genome_00000393
V	remanei_genome_00000394
V	remanei_genome_00000395
V	remanei_genome_00000400
V	remanei_genome_00000401
V	remanei_genome_00000403
V	remanei_genome_00000404
V	remanei_genome_00000396
V	remanei_genome_00000405
V	remanei_genome_00000406
V	remanei_genome_00000407
V	remanei_genome_00000408
V	remanei_genome_00000410
V	remanei_genome_00000413
V	remanei_genome_00000414
V	remanei_genome_00000415
V	remanei_genome_00000409
V	remanei_genome_00000411
V	remanei_genome_00000412
V	remanei_genome_00000416
V	remanei_genome_00000423
V	remanei_genome_00000424
V	remanei_genome_00000426
V	remanei_genome_00000427
V	remanei_genome_00000428
V	remanei_genome_00000417
V	remanei_genome_00000418
V	remanei_genome_00000419
V	remanei_genome_00000420
V	remanei_genome_00000422
V	remanei_genome_00000425
V	remanei_genome_00000429
V	remanei_genome_00000421
V	remanei_genome_00000432
V	remanei_genome_00000433
V	remanei_genome_00000434
V	remanei_genome_00000438
V	remanei_genome_00000441
V	remanei_genome_00000443
V	remanei_genome_00000430
V	remanei_genome_00000431
V	remanei_genome_00000435
V	remanei_genome_00000436
V	remanei_genome_00000437
V	remanei_genome_00000439
V	remanei_genome_00000440
V	remanei_genome_00000442
V	remanei_genome_00000445
V	remanei_genome_00000447
V	remanei_genome_00000449
V	remanei_genome_00000454
V	remanei_genome_00000444
V	remanei_genome_00000446
V	remanei_genome_00000448
V	remanei_genome_00000450
V	remanei_genome_00000451
V	remanei_genome_00000453
V	remanei_genome_00000452
V	remanei_genome_00000463
V	remanei_genome_00000464
V	remanei_genome_00000457
V	remanei_genome_00000458
V	remanei_genome_00000459
V	remanei_genome_00000460
V	remanei_genome_00000461
V	remanei_genome_00000462
V	remanei_genome_00000465
V	remanei_genome_00000456
V	remanei_genome_00000455
V	remanei_genome_00000471
V	remanei_genome_00000473
V	remanei_genome_00000466
V	remanei_genome_00000468
V	remanei_genome_00000469
V	remanei_genome_00000470
V	remanei_genome_00000472
V	remanei_genome_00000474
V	remanei_genome_00000475
V	remanei_genome_00000476
V	remanei_genome_00000467
V	remanei_genome_00000479
V	remanei_genome_00000480
V	remanei_genome_00000481
V	remanei_genome_00000482
V	remanei_genome_00000484
V	remanei_genome_00000477
V	remanei_genome_00000478
V	remanei_genome_00000483
V	remanei_genome_00000485
V	remanei_genome_00000503
V	remanei_genome_00000506
V	remanei_genome_00000508
V	remanei_genome_00000504
V	remanei_genome_00000505
V	remanei_genome_00000507
V	remanei_genome_00000486
V	remanei_genome_00000492
V	remanei_genome_00000494
V	remanei_genome_00000495
V	remanei_genome_00000496
V	remanei_genome_00000498
V	remanei_genome_00000500
V	remanei_genome_00000487
V	remanei_genome_00000488
V	remanei_genome_00000489
V	remanei_genome_00000490
V	remanei_genome_00000491
V	remanei_genome_00000493
V	remanei_genome_00000497
V	remanei_genome_00000499
V	remanei_genome_00000502
V	remanei_genome_00000501
V	remanei_genome_00000509
V	remanei_genome_00000510
V	remanei_genome_00000512
V	remanei_genome_00000514
V	remanei_genome_00000511
V	remanei_genome_00000513
V	remanei_genome_00000515
V	remanei_genome_00000517
V	remanei_genome_00000518
V	remanei_genome_00000519
V	remanei_genome_00000520
V	remanei_genome_00000516
V	remanei_genome_00000521
V	remanei_genome_00000522
V	remanei_genome_00000523
V	remanei_genome_00000526
V	remanei_genome_00000527
V	remanei_genome_00000529
V	remanei_genome_00000533
V	remanei_genome_00000534
V	remanei_genome_00000535
V	remanei_genome_00000524
V	remanei_genome_00000525
V	remanei_genome_00000528
V	remanei_genome_00000530
V	remanei_genome_00000531
V	remanei_genome_00000532
V	remanei_genome_00000536
V	remanei_genome_00000538
V	remanei_genome_00000541
V	remanei_genome_00000543
V	remanei_genome_00000545
V	remanei_genome_00000546
V	remanei_genome_00000537
V	remanei_genome_00000539
V	remanei_genome_00000540
V	remanei_genome_00000542
V	remanei_genome_00000544
V	remanei_genome_00000548
V	remanei_genome_00000550
V	remanei_genome_00000552
V	remanei_genome_00000554
V	remanei_genome_00000555
V	remanei_genome_00000558
V	remanei_genome_00000560
V	remanei_genome_00000561
V	remanei_genome_00000564
V	remanei_genome_00000565
V	remanei_genome_00000547
V	remanei_genome_00000549
V	remanei_genome_00000551
V	remanei_genome_00000553
V	remanei_genome_00000556
V	remanei_genome_00000557
V	remanei_genome_00000559
V	remanei_genome_00000562
V	remanei_genome_00000563
V	remanei_genome_00000566
V	remanei_genome_00000571
V	remanei_genome_00000572
V	remanei_genome_00000580
V	remanei_genome_00000582
V	remanei_genome_00000567
V	remanei_genome_00000569
V	remanei_genome_00000570
V	remanei_genome_00000573
V	remanei_genome_00000574
V	remanei_genome_00000575
V	remanei_genome_00000576
V	remanei_genome_00000577
V	remanei_genome_00000578
V	remanei_genome_00000579
V	remanei_genome_00000581
V	remanei_genome_00000568
V	remanei_genome_00000587
V	remanei_genome_00000588
V	remanei_genome_00000590
V	remanei_genome_00000591
V	remanei_genome_00000592
V	remanei_genome_00000593
V	remanei_genome_00000595
V	remanei_genome_00000597
V	remanei_genome_00000598
V	remanei_genome_00000583
V	remanei_genome_00000584
V	remanei_genome_00000585
V	remanei_genome_00000586
V	remanei_genome_00000589
V	remanei_genome_00000594
V	remanei_genome_00000596
V	remanei_genome_00000599
V	remanei_genome_00000600
V	remanei_genome_00000601
V	remanei_genome_00000602
V	remanei_genome_00000618
V	remanei_genome_00000622
V	remanei_genome_00000623
V	remanei_genome_00000626
V	remanei_genome_00000627
V	remanei_genome_00000617
V	remanei_genome_00000619
V	remanei_genome_00000620
V	remanei_genome_00000621
V	remanei_genome_00000624
V	remanei_genome_00000625
V	remanei_genome_00000603
V	remanei_genome_00000604
V	remanei_genome_00000605
V	remanei_genome_00000607
V	remanei_genome_00000608
V	remanei_genome_00000609
V	remanei_genome_00000615
V	remanei_genome_00000616
V	remanei_genome_00000606
V	remanei_genome_00000610
V	remanei_genome_00000611
V	remanei_genome_00000612
V	remanei_genome_00000613
V	remanei_genome_00000614
V	remanei_genome_00000630
V	remanei_genome_00000632
V	remanei_genome_00000635
V	remanei_genome_00000636
V	remanei_genome_00000637
V	remanei_genome_00000638
V	remanei_genome_00000639
V	remanei_genome_00000640
V	remanei_genome_00000641
V	remanei_genome_00000643
V	remanei_genome_00000628
V	remanei_genome_00000629
V	remanei_genome_00000631
V	remanei_genome_00000633
V	remanei_genome_00000634
V	remanei_genome_00000642
V	remanei_genome_00000644
V	remanei_genome_00000645
V	remanei_genome_00000646
V	remanei_genome_00000647
V	remanei_genome_00000648
V	remanei_genome_00000649
V	remanei_genome_00000651
V	remanei_genome_00000652
V	remanei_genome_00000654
V	remanei_genome_00000656
V	remanei_genome_00000650
V	remanei_genome_00000653
V	remanei_genome_00000655
V	remanei_genome_00000657
V	remanei_genome_00000658
V	remanei_genome_00000660
V	remanei_genome_00000661
V	remanei_genome_00000664
V	remanei_genome_00000665
V	remanei_genome_00000668
V	remanei_genome_00000670
V	remanei_genome_00000672
V	remanei_genome_00000673
V	remanei_genome_00000676
V	remanei_genome_00000662
V	remanei_genome_00000663
V	remanei_genome_00000666
V	remanei_genome_00000667
V	remanei_genome_00000669
V	remanei_genome_00000671
